x,y,targets
RNA1{r(G)p.r(G)p.r(G)p.r(U)p.r(G)p.r(G)p.r(C)p.r(U)p.r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.r(G)p.r(G)p.r(C)p.r(U)p.r(C)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(G)p.r(A)p.r(G)p.r(C)p.r(C)p.r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.r(A)p.r(G)p.r(C)p.r(C)p.r(A)p.r(C)p.r(C)p.r(C)p.d(C)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,58.1,NM_003969
RNA1{r(C)p.r(G)p.r(G)p.r(G)p.r(G)p.r(U)p.r(G)p.r(G)p.r(C)p.r(U)p.r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.r(G)p.r(G)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(C)p.r(C)p.r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.r(A)p.r(G)p.r(C)p.r(C)p.r(A)p.r(C)p.r(C)p.r(C)p.r(C)p.r(G)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,54.3,NM_003969
RNA1{r(C)p.r(A)p.r(U)p.r(G)p.r(C)p.r(G)p.r(G)p.r(G)p.r(G)p.r(U)p.r(G)p.r(G)p.r(C)p.r(U)p.r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.r(A)p.r(G)p.r(C)p.r(C)p.r(A)p.r(C)p.r(C)p.r(C)p.r(C)p.r(G)p.r(C)p.r(A)p.r(U)p.r(G)p.d(G)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,67.7,NM_003969
RNA1{r(A)p.r(A)p.r(C)p.r(G)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(C)p.r(G)p.r(C)p.r(U)p.r(C)p.r(C)p.r(A)p.r(U)p.r(G)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(C)p.r(A)p.r(U)p.r(G)p.r(G)p.r(A)p.r(G)p.r(C)p.r(G)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(C)p.r(G)p.r(U)p.r(U)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,61.2,NM_003969
RNA1{r(G)p.r(G)p.r(C)p.r(G)p.r(G)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(A)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(U)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(C)p.r(C)p.r(G)p.r(C)p.r(C)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,76.6,NM_003969
RNA1{r(A)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(G)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(C)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(U)p.d(G)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,61.2,NM_003969
RNA1{r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(G)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(C)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,67.6,NM_003969
RNA1{r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(G)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(C)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.d(G)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,64.1,NM_003969
RNA1{r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(G)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(C)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,69.9,NM_003969
RNA1{r(C)p.r(C)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(G)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(C)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(G)p.r(G)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,67.1,NM_003969
RNA1{r(G)p.r(G)p.r(C)p.r(C)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(G)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(C)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(G)p.r(G)p.r(C)p.r(C)p.d(T)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,66.4,NM_003969
RNA1{r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(G)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(C)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,65.4,NM_003969
RNA1{r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.d(G)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,65.9,NM_003969
RNA1{r(C)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(G)p.r(C)p.r(A)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(U)p.r(G)p.r(C)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(G)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,68.6,NM_003969
RNA1{r(G)p.r(G)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.r(C)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(G)p.r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(C)p.r(C)p.d(T)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,63.1,NM_003969
RNA1{r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(C)p.r(C)p.r(G)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(C)p.r(C)p.r(A)p.r(C)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(G)p.r(U)p.r(G)p.r(G)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(C)p.r(G)p.r(G)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,62.8,NM_003969
RNA1{r(C)p.r(U)p.r(U)p.r(G)p.r(G)p.r(A)p.r(G)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(C)p.r(C)p.r(G)p.r(A)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(U)p.r(C)p.r(G)p.r(G)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(C)p.r(U)p.r(C)p.r(C)p.r(A)p.r(A)p.r(G)p.d(A)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,64.5,NM_003969
RNA1{r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(U)p.r(G)p.r(G)p.r(A)p.r(G)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(C)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(G)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(C)p.r(U)p.r(C)p.r(C)p.r(A)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.d(A)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,61.3,NM_003969
RNA1{r(U)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(U)p.r(G)p.r(G)p.r(A)p.r(G)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(C)p.r(U)p.r(C)p.r(C)p.r(A)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(A)p.d(G)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,56.1,NM_003969
RNA1{r(U)p.r(C)p.r(U)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(U)p.r(G)p.r(G)p.r(A)p.r(G)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(C)p.r(U)p.r(C)p.r(C)p.r(A)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(A)p.r(G)p.r(A)p.d(T)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,69.7,NM_003969
RNA1{r(A)p.r(U)p.r(C)p.r(U)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(U)p.r(G)p.r(G)p.r(A)p.r(G)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(C)p.r(U)p.r(C)p.r(C)p.r(A)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(A)p.r(G)p.r(A)p.r(U)p.d(A)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,77.1,NM_003969
RNA1{r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(U)p.r(A)p.r(U)p.r(C)p.r(U)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(A)p.r(G)p.r(A)p.r(U)p.r(A)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.d(A)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,80.2,NM_003969
RNA1{r(U)p.r(A)p.r(A)p.r(U)p.r(U)p.r(U)p.r(A)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(U)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(A)p.r(C)p.r(U)p.r(G)p.r(C)p.r(A)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(U)p.r(A)p.r(A)p.r(A)p.r(U)p.r(U)p.r(A)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,67,NM_003969
RNA1{r(A)p.r(A)p.r(C)p.r(U)p.r(C)p.r(C)p.r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(U)p.r(U)p.r(A)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(U)p.r(A)p.r(A)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.r(G)p.r(G)p.r(A)p.r(G)p.r(U)p.r(U)p.d(T)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,49.7,NM_003969
RNA1{r(A)p.r(C)p.r(G)p.r(A)p.r(U)p.r(A)p.r(A)p.r(A)p.r(C)p.r(U)p.r(C)p.r(C)p.r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(U)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(A)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.r(G)p.r(G)p.r(A)p.r(G)p.r(U)p.r(U)p.r(U)p.r(A)p.r(U)p.r(C)p.r(G)p.r(U)p.d(A)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,82.2,NM_003969
RNA1{r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(A)p.r(C)p.r(G)p.r(A)p.r(U)p.r(A)p.r(A)p.r(A)p.r(C)p.r(U)p.r(C)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(G)p.r(A)p.r(G)p.r(U)p.r(U)p.r(U)p.r(A)p.r(U)p.r(C)p.r(G)p.r(U)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,76.7,NM_003969
RNA1{r(A)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(A)p.r(C)p.r(G)p.r(A)p.r(U)p.r(A)p.r(A)p.r(A)p.r(C)p.r(U)p.r(C)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(G)p.r(A)p.r(G)p.r(U)p.r(U)p.r(U)p.r(A)p.r(U)p.r(C)p.r(G)p.r(U)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(U)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,60.6,NM_003969
RNA1{r(G)p.r(C)p.r(C)p.r(A)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(A)p.r(C)p.r(G)p.r(A)p.r(U)p.r(A)p.r(A)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(U)p.r(U)p.r(A)p.r(U)p.r(C)p.r(G)p.r(U)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(U)p.r(G)p.r(G)p.r(C)p.d(T)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,68.5,NM_003969
RNA1{r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(U)p.r(G)p.r(G)p.r(A)p.r(A)p.r(G)p.r(C)p.r(C)p.r(A)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(U)p.r(G)p.r(G)p.r(C)p.r(U)p.r(U)p.r(C)p.r(C)p.r(A)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,54.1,NM_003969
RNA1{r(A)p.r(C)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(C)p.r(U)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(A)p.r(G)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(G)p.r(U)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,80.4,NM_003969
RNA1{r(A)p.r(G)p.r(G)p.r(G)p.r(C)p.r(A)p.r(A)p.r(C)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(C)p.r(U)p.r(C)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(G)p.r(A)p.r(G)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(G)p.r(U)p.r(U)p.r(G)p.r(C)p.r(C)p.r(C)p.r(U)p.d(C)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,79.5,NM_003969
RNA1{r(C)p.r(A)p.r(C)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.r(U)p.r(U)p.r(G)p.r(A)p.r(C)p.r(C)p.r(U)p.r(C)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(G)p.r(A)p.r(G)p.r(G)p.r(U)p.r(C)p.r(A)p.r(A)p.r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(G)p.r(U)p.r(G)p.d(A)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,62.5,NM_003969
RNA1{r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.r(U)p.r(U)p.r(G)p.r(A)p.r(C)p.r(C)p.r(U)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(A)p.r(G)p.r(G)p.r(U)p.r(C)p.r(A)p.r(A)p.r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.d(T)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,65.4,NM_003969
RNA1{r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(A)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.r(U)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(A)p.r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(U)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.d(A)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,79.7,NM_003969
RNA1{r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(A)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(U)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,71.3,NM_003969
RNA1{r(C)p.r(A)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(A)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(U)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(U)p.r(G)p.d(T)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,86.1,NM_003969
RNA1{r(G)p.r(A)p.r(C)p.r(A)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(A)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.r(C)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(G)p.r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(U)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(U)p.r(G)p.r(U)p.r(C)p.d(T)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,61.8,NM_003969
RNA1{r(A)p.r(G)p.r(U)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(A)p.r(C)p.r(A)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(U)p.r(G)p.r(U)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(A)p.r(C)p.r(U)p.d(T)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,92.1,NM_003969
RNA1{r(G)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(G)p.r(U)p.r(G)p.r(A)p.r(G)p.r(A)p.r(C)p.r(A)p.r(A)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(U)p.r(U)p.r(G)p.r(U)p.r(C)p.r(U)p.r(C)p.r(A)p.r(C)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(C)p.d(T)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,81.7,NM_003969
RNA1{r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(G)p.r(G)p.r(G)p.r(U)p.r(U)p.r(A)p.r(C)p.r(C)p.r(C)p.r(G)p.r(C)p.r(A)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(U)p.r(G)p.r(C)p.r(G)p.r(G)p.r(G)p.r(U)p.r(A)p.r(A)p.r(C)p.r(C)p.r(C)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,73.8,NM_003969
RNA1{r(G)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(G)p.r(G)p.r(G)p.r(U)p.r(U)p.r(A)p.r(C)p.r(C)p.r(C)p.r(G)p.r(C)p.r(A)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(U)p.r(G)p.r(C)p.r(G)p.r(G)p.r(G)p.r(U)p.r(A)p.r(A)p.r(C)p.r(C)p.r(C)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(C)p.d(A)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,79.3,NM_003969
RNA1{r(G)p.r(U)p.r(G)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(G)p.r(G)p.r(G)p.r(U)p.r(U)p.r(A)p.r(C)p.r(C)p.r(C)p.r(G)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(C)p.r(G)p.r(G)p.r(G)p.r(U)p.r(A)p.r(A)p.r(C)p.r(C)p.r(C)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(C)p.r(A)p.r(C)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,56.4,NM_003969
RNA1{r(U)p.r(A)p.r(A)p.r(G)p.r(G)p.r(U)p.r(G)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(G)p.r(G)p.r(G)p.r(U)p.r(U)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(A)p.r(A)p.r(C)p.r(C)p.r(C)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(C)p.r(A)p.r(C)p.r(C)p.r(U)p.r(U)p.r(A)p.d(A)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,69.9,NM_003969
RNA1{r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(G)p.r(U)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(G)p.r(G)p.r(U)p.r(G)p.r(G)p.r(G)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(C)p.r(C)p.r(C)p.r(A)p.r(C)p.r(C)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(A)p.r(C)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.d(A)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,53.9,NM_003969
RNA1{r(U)p.r(U)p.r(U)p.r(G)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(G)p.r(U)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(A)p.r(C)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(C)p.r(A)p.r(A)p.r(A)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,51.1,NM_003969
RNA1{r(A)p.r(A)p.r(G)p.r(A)p.r(G)p.r(U)p.r(G)p.r(G)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(U)p.r(U)p.r(G)p.r(U)p.r(G)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(C)p.r(A)p.r(C)p.r(A)p.r(A)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(C)p.r(C)p.r(A)p.r(C)p.r(U)p.r(C)p.r(U)p.r(U)p.d(G)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,85.1,NM_003969
